0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254	0.24254
-0.3227	-0.25892	-0.16017	-0.03979	0.085965	0.20011	0.28723	0.33556	0.33857	0.29585	0.21318	0.10171	-0.023488	-0.14552	-0.24789	-0.31679	-0.3429
0.11624	0.22496	0.3033	0.34068	0.33205	0.27857	0.18747	0.071054	-0.054961	-0.17355	-0.26871	-0.32757	-0.34219	-0.3106	-0.23706	-0.1315	-0.0081861
0.25339	0.031514	-0.20681	-0.33718	-0.29155	-0.093737	0.15301	0.31988	0.31979	0.15277	-0.093995	-0.29169	-0.33713	-0.20659	0.031781	0.25357	0.343
-0.23117	-0.34155	-0.27364	-0.062894	0.18068	0.32994	0.30698	0.12378	-0.12403	-0.3071	-0.32987	-0.18045	0.063157	0.2738	0.34152	0.23098	-0.00013415
-0.1574	0.20264	0.33805	0.098718	-0.25004	-0.32163	-0.036679	0.28893	0.29425	-0.02661	-0.31797	-0.25686	0.088993	0.33619	0.21071	-0.14834	-0.34296
0.30475	0.27673	-0.058049	-0.32848	-0.23479	0.11918	0.34103	0.18484	-0.17625	-0.34196	-0.12861	0.22731	0.33125	0.067989	-0.27064	-0.30926	-0.0050559
0.33862	0.085622	-0.32282	-0.14519	0.29603	0.19982	-0.25915	-0.24765	0.21345	0.28704	-0.16049	-0.31665	0.10205	0.33548	-0.040142	-0.34289	-0.023134
-0.054611	0.33214	0.1159	-0.31075	-0.17325	0.27878	0.22469	-0.23732	-0.26849	0.18777	0.30314	-0.13183	-0.32746	0.071401	0.34064	-0.0085409	-0.34222
0.094036	0.29153	-0.2536	-0.15273	0.33719	-0.031824	-0.31977	0.20684	0.20656	-0.3199	-0.031472	0.33712	-0.15305	-0.25336	0.29172	0.093695	-0.343
0.32986	-0.18072	-0.23094	0.30712	0.062852	-0.34152	0.12407	0.27361	-0.27382	-0.12374	0.34155	-0.063199	-0.30696	0.23121	0.18041	-0.32995	0.00017689
0.20676	0.093796	-0.31981	0.29166	-0.031719	-0.25343	0.33717	-0.15295	-0.15282	0.33714	-0.25353	-0.031576	0.29158	-0.31986	0.093935	0.20664	-0.343
0.27367	-0.32992	0.12397	0.1805	-0.34153	0.23113	0.062955	-0.30701	0.30707	-0.063096	-0.23102	0.34154	-0.18063	-0.12384	0.32988	-0.27376	7.2002e-05
-0.29162	0.15289	0.031648	-0.2067	0.31984	-0.33716	0.25348	-0.093866	-0.093866	0.25348	-0.33716	0.31984	-0.2067	0.031648	0.15289	-0.29162	0.343
-0.18056	0.30704	-0.34153	0.27372	-0.1239	-0.063026	0.23108	-0.3299	0.3299	-0.23108	0.063026	0.1239	-0.27372	0.34153	-0.30704	0.18056	-6.809e-18
-0.063026	0.1239	-0.18056	0.23108	-0.27372	0.30704	-0.3299	0.34153	-0.34153	0.3299	-0.30704	0.27372	-0.23108	0.18056	-0.1239	0.063026	-3.6286e-17
-0.33716	0.31984	-0.29162	0.25348	-0.2067	0.15289	-0.093866	0.031648	0.031648	-0.093866	0.15289	-0.2067	0.25348	-0.29162	0.31984	-0.33716	0.343
