0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361	0.22361
0.30262	0.25946	0.19089	0.10364	0.0062494	-0.091757	-0.18078	-0.25211	-0.29876	-0.31617	-0.30262	-0.25946	-0.19089	-0.10364	-0.0062494	0.091757	0.18078	0.25211	0.29876	0.31617
0.091757	0.18078	0.25211	0.29876	0.31617	0.30262	0.25946	0.19089	0.10364	0.0062494	-0.091757	-0.18078	-0.25211	-0.29876	-0.31617	-0.30262	-0.25946	-0.19089	-0.10364	-0.0062494
-0.251	-0.090001	0.10537	0.2605	0.31612	0.251	0.090001	-0.10537	-0.2605	-0.31612	-0.251	-0.090001	0.10537	0.2605	0.31612	0.251	0.090001	-0.10537	-0.2605	-0.31612
0.19235	0.30315	0.29815	0.17927	-0.0080823	-0.19235	-0.30315	-0.29815	-0.17927	0.0080823	0.19235	0.30315	0.29815	0.17927	-0.0080823	-0.19235	-0.30315	-0.29815	-0.17927	0.0080823
0.16653	-0.1196	-0.30713	-0.24145	0.023287	0.26883	0.29274	0.075307	-0.20421	-0.31537	-0.16653	0.1196	0.30713	0.24145	-0.023287	-0.26883	-0.29274	-0.075307	0.20421	0.31537
-0.26883	-0.29274	-0.075307	0.20421	0.31537	0.16653	-0.1196	-0.30713	-0.24145	0.023287	0.26883	0.29274	0.075307	-0.20421	-0.31537	-0.16653	0.1196	0.30713	0.24145	-0.023287
0.10174	-0.25332	-0.2583	0.093685	0.3162	0.10174	-0.25332	-0.2583	0.093685	0.3162	0.10174	-0.25332	-0.2583	0.093685	0.3162	0.10174	-0.25332	-0.2583	0.093685	0.3162
-0.29942	-0.18928	0.18243	0.30203	0.004233	-0.29942	-0.18928	0.18243	0.30203	0.004233	-0.29942	-0.18928	0.18243	0.30203	0.004233	-0.29942	-0.18928	0.18243	0.30203	0.004233
0.011253	-0.31603	-0.011253	0.31603	0.011253	-0.31603	-0.011253	0.31603	0.011253	-0.31603	-0.011253	0.31603	0.011253	-0.31603	-0.011253	0.31603	0.011253	-0.31603	-0.011253	0.31603
-0.31603	-0.011253	0.31603	0.011253	-0.31603	-0.011253	0.31603	0.011253	-0.31603	-0.011253	0.31603	0.011253	-0.31603	-0.011253	0.31603	0.011253	-0.31603	-0.011253	0.31603	0.011253
-0.30071	0.18598	0.18577	-0.30079	0.00013386	0.30071	-0.18598	-0.18577	0.30079	-0.00013386	-0.30071	0.18598	0.18577	-0.30079	0.00013386	0.30071	-0.18598	-0.18577	0.30079	-0.00013386
-0.097847	-0.25575	0.25591	0.097592	-0.31623	0.097847	0.25575	-0.25591	-0.097592	0.31623	-0.097847	-0.25575	0.25591	0.097592	-0.31623	0.097847	0.25575	-0.25591	-0.097592	0.31623
-0.18599	-0.097578	0.3007	-0.25592	0.0001486	0.25575	-0.3008	0.097861	0.18575	-0.31623	0.18599	0.097578	-0.3007	0.25592	-0.0001486	-0.25575	0.3008	-0.097861	-0.18575	0.31623
-0.25575	0.3008	-0.097861	-0.18575	0.31623	-0.18599	-0.097578	0.3007	-0.25592	0.0001486	0.25575	-0.3008	0.097861	0.18575	-0.31623	0.18599	0.097578	-0.3007	0.25592	-0.0001486
-0.25588	0.097796	0.097644	-0.25579	0.31623	-0.25588	0.097796	0.097644	-0.25579	0.31623	-0.25588	0.097796	0.097644	-0.25579	0.31623	-0.25588	0.097796	0.097644	-0.25579	0.31623
-0.18581	0.30073	-0.30078	0.18594	-7.9949e-05	-0.18581	0.30073	-0.30078	0.18594	-7.9949e-05	-0.18581	0.30073	-0.30078	0.18594	-7.9949e-05	-0.18581	0.30073	-0.30078	0.18594	-7.9949e-05
0.09772	-0.18587	0.25583	-0.30075	0.31623	-0.30075	0.25583	-0.18587	0.09772	-3.1435e-16	-0.09772	0.18587	-0.25583	0.30075	-0.31623	0.30075	-0.25583	0.18587	-0.09772	1.8975e-17
0.30075	-0.25583	0.18587	-0.09772	2.1462e-15	0.09772	-0.18587	0.25583	-0.30075	0.31623	-0.30075	0.25583	-0.18587	0.09772	1.8127e-15	-0.09772	0.18587	-0.25583	0.30075	-0.31623
0.22361	-0.22361	0.22361	-0.22361	0.22361	-0.22361	0.22361	-0.22361	0.22361	-0.22361	0.22361	-0.22361	0.22361	-0.22361	0.22361	-0.22361	0.22361	-0.22361	0.22361	-0.22361
