0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582	0.2582
0.33354	0.24425	0.11274	-0.038274	-0.18267	-0.29547	-0.35719	-0.35715	-0.29535	-0.18248	-0.038062	0.11294	0.24441	0.33362	0.36515
-0.14862	-0.27143	-0.34731	-0.36314	-0.31617	-0.21454	-0.075814	0.076023	0.21472	0.31628	0.36316	0.34724	0.27129	0.14842	-0.00010664
0.27641	0.36227	0.2084	-0.083376	-0.31998	-0.34484	-0.14151	0.15547	0.34956	0.31234	0.068428	-0.22076	-0.36387	-0.26619	0.0076405
-0.2386	0.045759	0.29984	0.3555	0.17592	-0.12008	-0.33661	-0.3304	-0.10555	0.18915	0.35868	0.29086	0.030561	-0.24996	-0.36507
0.34888	0.21033	-0.21889	-0.34561	0.0052913	0.34888	0.21033	-0.21889	-0.34561	0.0052913	0.34888	0.21033	-0.21889	-0.34561	0.0052913
-0.10779	0.29849	0.29227	-0.11786	-0.36511	-0.10779	0.29849	0.29227	-0.11786	-0.36511	-0.10779	0.29849	0.29227	-0.11786	-0.36511
0.36221	-0.083877	-0.34467	0.15593	0.31207	-0.22117	-0.26583	0.27675	0.20798	-0.32023	-0.14103	0.34971	0.067923	-0.36391	0.008155
0.046269	0.35538	-0.12056	-0.33018	0.18959	0.29054	-0.25033	-0.23821	0.30013	0.17547	-0.33681	-0.10505	0.35878	0.030049	-0.36506
0.18258	0.18257	-0.36515	0.18258	0.18257	-0.36515	0.18258	0.18257	-0.36515	0.18258	0.18257	-0.36515	0.18258	0.18257	-0.36515
0.31623	-0.31623	5.0926e-06	0.31623	-0.31623	5.0926e-06	0.31623	-0.31623	5.0926e-06	0.31623	-0.31623	5.0926e-06	0.31623	-0.31623	5.0926e-06
-0.21463	0.34728	-0.34728	0.21463	-1.2758e-16	-0.21463	0.34728	-0.34728	0.21463	-1.3209e-16	-0.21463	0.34728	-0.34728	0.21463	-3.3871e-18
-0.29541	0.11284	0.11284	-0.29541	0.36515	-0.29541	0.11284	0.11284	-0.29541	0.36515	-0.29541	0.11284	0.11284	-0.29541	0.36515
-0.075919	0.14852	-0.21463	0.27136	-0.31623	0.34728	-0.36315	0.36315	-0.34728	0.31623	-0.27136	0.21463	-0.14852	0.075919	-2.6469e-17
-0.35717	0.33358	-0.29541	0.24433	-0.18257	0.11284	-0.038168	-0.038168	0.11284	-0.18257	0.24433	-0.29541	0.33358	-0.35717	0.36515
