-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942	-0.22942
-0.11327	-0.20585	-0.27613	-0.31648	-0.32253	-0.29363	-0.23292	-0.14696	-0.045081	0.061686	0.16177	0.24432	0.3004	0.32392	0.31234	0.26692	0.19257	0.09735	-0.0084173
0.30403	0.25077	0.17035	0.07146	-0.035172	-0.13799	-0.22586	-0.28925	-0.3213	-0.31852	-0.28124	-0.21347	-0.12258	-0.018395	0.087779	0.18444	0.26111	0.30949	0.32433
-0.27222	-0.10639	0.1043	0.27101	0.32342	0.23945	0.05449	-0.15345	-0.29667	-0.31478	-0.20015	-0.0011042	0.1984	0.31424	0.29756	0.15539	-0.052312	-0.23795	-0.32324
-0.17653	-0.3065	-0.30722	-0.17838	0.025692	0.21893	0.31983	0.28586	0.13134	-0.078575	-0.25535	-0.32444	-0.25671	-0.080716	0.12932	0.28481	0.3202	0.22055	0.027893
-0.206	0.097172	0.31229	0.24444	-0.044896	-0.29356	-0.27622	-0.008604	0.26681	0.30047	0.061869	-0.23279	-0.31652	-0.11345	0.19242	0.32393	0.16193	-0.1468	-0.32251
0.25066	0.30955	0.087959	-0.21333	-0.32132	-0.13816	0.17019	0.32433	0.18459	-0.1224	-0.31849	-0.22599	0.071277	0.30396	0.26123	-0.018208	-0.28114	-0.28933	-0.035358
0.31611	0.14843	-0.24323	-0.26785	0.11173	0.32271	0.046713	-0.29977	-0.19389	0.20458	0.29433	-0.060067	-0.32382	-0.098921	0.27526	0.23406	-0.16034	-0.31278	0.0067693
-0.073066	0.2885	0.21471	-0.18308	-0.3046	0.033533	0.32106	0.1241	-0.26013	-0.25182	0.1365	0.31883	0.02004	-0.30899	-0.17175	0.22467	0.28206	-0.086191	-0.32437
0.0482	0.31577	-0.10035	-0.29919	0.14977	0.27446	-0.19509	-0.24224	0.2351	0.20341	-0.2687	-0.15903	0.29496	0.11031	-0.31318	-0.058589	0.32286	0.0052668	-0.32373
0.32084	-0.07453	-0.30853	0.12549	0.28781	-0.17302	-0.25923	0.21584	0.22359	-0.25276	-0.18184	0.28279	0.13513	-0.30511	-0.084741	0.31911	0.032038	-0.3244	0.02154
0.13034	0.21973	-0.30687	0.02681	0.28533	-0.25604	-0.079628	0.32001	-0.17747	-0.17744	0.32002	-0.079664	-0.25602	0.28535	0.026774	-0.30686	0.21975	0.13031	-0.32444
0.29711	-0.23871	-0.10533	0.32333	-0.15443	-0.19926	0.31452	-0.05342	-0.2716	0.27162	0.053384	-0.31451	0.19929	0.1544	-0.32334	0.10536	0.23869	-0.29712	1.8246e-05
0.22085	0.025282	-0.2551	0.32026	-0.17872	-0.078176	0.28461	-0.30735	0.13171	0.12894	-0.30637	0.28606	-0.081114	-0.17618	0.31977	-0.25696	0.028302	0.21862	-0.32444
0.23767	-0.32346	0.20047	0.051907	-0.27078	0.31488	-0.15575	-0.10391	0.2965	-0.29772	0.10678	0.15308	-0.31414	0.27244	-0.054895	-0.19808	0.32321	-0.23972	0.001515
-0.28534	0.17745	-0.026792	-0.13033	0.25603	-0.32002	0.30686	-0.21974	0.079646	0.079646	-0.21974	0.30686	-0.32002	0.25603	-0.13033	-0.026792	0.17745	-0.28534	0.32444
-0.15442	0.27161	-0.32333	0.29712	-0.19928	0.053402	0.10535	-0.2387	0.31451	-0.31451	0.2387	-0.10535	-0.053402	0.19928	-0.29712	0.32333	-0.27161	0.15442	-1.0615e-17
-0.32002	0.30686	-0.28534	0.25603	-0.21974	0.17745	-0.13033	0.079646	-0.026792	-0.026792	0.079646	-0.13033	0.17745	-0.21974	0.25603	-0.28534	0.30686	-0.32002	0.32444
-0.053402	0.10535	-0.15442	0.19928	-0.2387	0.27161	-0.29712	0.31451	-0.32333	0.32333	-0.31451	0.29712	-0.27161	0.2387	-0.19928	0.15442	-0.10535	0.053402	-4.9947e-17
