-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357	-0.2357
0.31875	0.26617	0.18149	0.074916	-0.040692	-0.15139	-0.24383	-0.30686	-0.33288	-0.31875	-0.26617	-0.18149	-0.074916	0.040692	0.15139	0.24383	0.30686	0.33288
-0.097523	-0.20066	-0.27959	-0.32481	-0.33084	-0.29697	-0.22728	-0.13018	-0.017376	0.097523	0.20066	0.27959	0.32481	0.33084	0.29697	0.22728	0.13018	0.017376
0.21014	0.3273	0.29131	0.11902	-0.10897	-0.28596	-0.32916	-0.21833	-0.0053478	0.21014	0.3273	0.29131	0.11902	-0.10897	-0.28596	-0.32916	-0.21833	-0.0053478
-0.25875	-0.063142	0.16201	0.31136	0.31502	0.17128	-0.052609	-0.25188	-0.33329	-0.25875	-0.063142	0.16201	0.31136	0.31502	0.17128	-0.052609	-0.25188	-0.33329
-0.28344	-0.29364	-0.010209	0.28344	0.29364	0.010209	-0.28344	-0.29364	-0.010209	0.28344	0.29364	0.010209	-0.28344	-0.29364	-0.010209	0.28344	0.29364	0.010209
0.17543	-0.15775	-0.33318	-0.17543	0.15775	0.33318	0.17543	-0.15775	-0.33318	-0.17543	0.15775	0.33318	0.17543	-0.15775	-0.33318	-0.17543	0.15775	0.33318
-0.33035	-0.10122	0.29519	0.20374	-0.22444	-0.28168	0.12661	0.32565	-0.013511	-0.33035	-0.10122	0.29519	0.20374	-0.22444	-0.28168	0.12661	0.32565	-0.013511
0.044529	-0.31759	-0.15483	0.26382	0.24645	-0.17823	-0.30835	0.071141	0.33306	0.044529	-0.31759	-0.15483	0.26382	0.24645	-0.17823	-0.30835	0.071141	0.33306
-0.059372	-0.31271	0.16797	0.25437	-0.25632	-0.16536	0.31374	0.056393	-0.33333	0.059372	0.31271	-0.16797	-0.25437	0.25632	0.16536	-0.31374	-0.056393	0.33333
-0.328	0.11543	0.28792	-0.21542	-0.2131	0.28943	0.11258	-0.32853	0.0015124	0.328	-0.11543	-0.28792	0.21542	0.2131	-0.28943	-0.11258	0.32853	-0.0015124
-0.28839	0.28896	-0.00056764	-0.28839	0.28896	-0.00056764	-0.28839	0.28896	-0.00056764	-0.28839	0.28896	-0.00056764	-0.28839	0.28896	-0.00056764	-0.28839	0.28896	-0.00056764
-0.16716	-0.16617	0.33333	-0.16716	-0.16617	0.33333	-0.16716	-0.16617	0.33333	-0.16716	-0.16617	0.33333	-0.16716	-0.16617	0.33333	-0.16716	-0.16617	0.33333
-0.25545	0.058033	0.16653	-0.31318	0.31328	-0.1668	-0.057733	0.25525	-0.33333	0.25545	-0.058033	-0.16653	0.31318	-0.31328	0.1668	0.057733	-0.25525	0.33333
-0.21415	0.32824	-0.28875	0.11415	0.11386	-0.2886	0.3283	-0.21438	0.00015242	0.21415	-0.32824	0.28875	-0.11415	-0.11386	0.2886	-0.3283	0.21438	-0.00015242
0.11401	-0.21426	0.28868	-0.32827	0.32827	-0.28868	0.21426	-0.11401	2.5894e-16	0.11401	-0.21426	0.28868	-0.32827	0.32827	-0.28868	0.21426	-0.11401	1.815e-17
0.31323	-0.25535	0.16667	-0.057883	-0.057883	0.16667	-0.25535	0.31323	-0.33333	0.31323	-0.25535	0.16667	-0.057883	-0.057883	0.16667	-0.25535	0.31323	-0.33333
0.2357	-0.2357	0.2357	-0.2357	0.2357	-0.2357	0.2357	-0.2357	0.2357	-0.2357	0.2357	-0.2357	0.2357	-0.2357	0.2357	-0.2357	0.2357	-0.2357
